y,n,X1,X2
32,96,1,-0.509100418566816
28,102,1,0.112913353077708
22,83,1,0.127400456160262
45,102,1,-0.713659000787694
44,94,1,-0.895227210753032
45,108,1,-0.670720129668056
52,111,1,-1.11766378257565
31,89,1,-0.792231782338906
51,93,1,-1.32639012042481
43,103,1,-0.923988770147713
17,99,1,0.524723908293041
18,82,1,1.11231923702703
43,102,1,-0.646915751507552
14,85,1,1.15262676072034
11,107,1,1.50944975909754
65,106,1,-1.36751775526953
29,104,1,-0.380432382690301
41,97,1,-0.65554360655672
20,89,1,0.655567187611749
40,111,1,-0.831074942887429
20,96,1,0.168674005240202
12,79,1,1.15787510549741
8,94,1,1.72219967914786
29,88,1,-0.299194556650433
11,103,1,0.780223005409071
8,119,1,1.52180562243993
33,103,1,-0.298003785511391
16,119,1,0.968686038691253
33,108,1,0.109152926291828
22,96,1,0.0206773218357281
19,93,1,0.439623353891525
23,87,1,-0.20221700580308
30,96,1,0.104557001767489
33,95,1,-0.794422592633069
28,108,1,0.606473330751058
11,103,1,1.30951547737493
26,96,1,-0.261850208802757
14,88,1,0.716062773865257
58,96,1,-1.28776245983365
11,109,1,1.77618538214747
28,81,1,-0.657424330589014
37,89,1,-0.975176651915242
29,116,1,0.337724307185296
46,99,1,-0.96356965669435
19,101,1,0.152353504704617
49,105,1,-1.13048919264775
29,105,1,-0.233658781426025
16,106,1,1.10616480736353
12,98,1,1.27595267976856
60,108,1,-1.35476109350834
7,98,1,1.61564197168895
34,130,1,-0.0511783434822818
9,94,1,1.13421188427089
27,103,1,-0.0436718140880923
60,95,1,-1.07653945933694
29,101,1,-0.230155017359084
29,104,1,-0.226928416607739
17,104,1,0.457478270566975
9,106,1,1.24867214930412
26,107,1,0.559681303123181
26,96,1,-0.0786314802054414
24,109,1,0.38522139932649
39,109,1,-0.299646185015414
49,95,1,-0.855268911238999
37,96,1,-0.404825390125468
41,84,1,-0.731094641073823
86,110,1,-2.23553728870321
35,133,1,0.0328415822214066
17,92,1,0.619085882728589
5,81,1,1.95054215413048
23,107,1,0.572948975547448
4,89,1,1.70243748848254
18,89,1,0.590175412182684
3,95,1,2.29926322901989
16,98,1,0.726242298651042
14,94,1,0.646629972428469
61,111,1,-0.978787860481171
34,89,1,-0.273889232502734
16,110,1,1.07832016592162
49,96,1,-0.725621228076416
25,101,1,-0.0162411152947309
5,104,1,1.75099653951742
29,103,1,-0.200208477999895
13,109,1,0.993279099475989
38,101,1,-0.380480813526041
9,110,1,1.17618480709632
22,100,1,0.206944716969574
55,111,1,-0.937243826079344
23,67,1,-0.458173716901032
23,103,1,0.71051455977027
7,108,1,1.63184432683101
25,102,1,0.192236763654156
41,103,1,-1.01696342266215
29,99,1,0.0858784940176684
24,90,1,0.445680460532539
24,85,1,-0.0190416741462023
11,85,1,0.622561827340943
16,114,1,1.18403453563785
95,103,1,-3.39283158308277
8,120,1,1.86570388398444
