y,n,X1,X2
77,125,1,0.324629553021115
56,79,1,0.824163040008564
83,100,1,0.922199357012613
13,91,1,-0.833970099958901
10,97,1,-0.814110467760017
76,84,1,1.38125452084087
15,92,1,-0.848901234358329
4,106,1,-1.67890828790238
72,109,1,0.412906013541408
7,84,1,-1.52651362403667
108,119,1,1.17868559852287
86,97,1,1.06282062941247
69,102,1,0.51453375718907
40,85,1,0.043149103726089
104,108,1,1.59052758519374
80,97,1,0.957573548064562
51,88,1,0.391195769610158
41,100,1,-0.139739896242548
24,93,1,-0.281828896438688
105,118,1,1.31934402715017
33,99,1,-0.238916110621687
62,97,1,0.473643535837095
84,107,1,0.770642623007608
4,108,1,-1.58039982882414
24,92,1,-0.44648204183265
39,99,1,-0.0400360672779349
100,102,1,2.12237474851205
85,87,1,2.24247901828591
79,96,1,0.838364487893298
11,126,1,-1.00737927106048
18,95,1,-0.476922526036409
36,99,1,-0.255578807787685
57,81,1,0.5939968071044
47,106,1,0.170044936118984
74,115,1,0.509512808181394
55,99,1,0.317329560748541
76,83,1,1.02191332379186
52,90,1,0.283096538922064
72,98,1,0.728860056590613
6,104,1,-1.18302806630744
1,109,1,-1.8347874341351
87,94,1,1.33603225308602
75,99,1,0.831335927985119
22,98,1,-0.307792024468221
6,103,1,-1.21762161161626
16,92,1,-0.481178200968808
80,92,1,1.03569851628462
81,96,1,0.982774534337685
9,111,1,-1.07745412848853
18,96,1,-0.281620945669688
25,111,1,-0.447158247173352
7,111,1,-1.43236624139701
30,98,1,-0.281738749063212
14,93,1,-0.699163037032371
69,87,1,0.747793484829729
43,105,1,0.0313695912786055
84,90,1,1.60777893087004
74,107,1,0.429538255649164
66,103,1,0.468765169345481
2,89,1,-1.35974121272324
25,95,1,-0.341702297236694
77,89,1,1.11990331808624
58,107,1,0.216763788856985
3,91,1,-1.78749584274285
78,108,1,0.478145463642092
45,100,1,0.0940414009677806
82,107,1,0.601748356388593
93,94,1,1.9006534158317
53,106,1,0.185850469928414
53,99,1,0.265544761800112
0,105,1,-2.17623170066442
0,97,1,-2.52767568525622
102,102,1,2.05501239752468
3,111,1,-1.56623536768212
28,92,1,-0.306522969284856
9,104,1,-0.956335794106046
15,108,1,-0.595414273442762
92,97,1,1.69421949529091
87,94,1,1.27909040019809
33,118,1,-0.045626781462284
20,90,1,-0.349123094994071
80,108,1,0.697670979655355
96,112,1,1.15629826421637
2,96,1,-1.60309085750712
14,78,1,-0.807596171987156
58,100,1,0.172950724715762
55,100,1,0.396225127201412
17,100,1,-0.700216838653217
60,97,1,0.366344413197189
17,88,1,-0.651830620623368
21,120,1,-0.43047618170817
3,91,1,-1.86855255960422
10,95,1,-0.808333830688271
12,104,1,-0.797618202974411
3,89,1,-1.17342058153823
94,106,1,1.04837213749925
4,80,1,-0.971999850673175
84,88,1,1.26469238076067
102,106,1,2.02663547991156
68,86,1,0.906096880004171
