y,n,X1,X2
40,115,1,0.299557019050282
32,108,1,0.783499834336835
41,92,1,-0.467196628230864
52,82,1,-1.25089866584736
54,91,1,-1.17823400415628
52,82,1,-1.49975853042317
45,99,1,-0.468066290255684
46,110,1,0.0420845331992004
28,86,1,0.292913228975142
41,100,1,-0.292561868464245
31,111,1,-0.0475755757715141
23,99,1,1.08826399465831
27,85,1,0.237778538431514
47,90,1,-0.629773579326787
52,99,1,-0.52078582483664
58,109,1,-0.960326516604145
62,87,1,-1.74841488272632
62,107,1,-1.39393183787638
44,113,1,-0.123564539056608
38,103,1,0.225186362622474
50,97,1,-1.11357279562927
36,101,1,0.246653701310925
44,94,1,-0.253423926292074
38,96,1,-0.226442763086017
55,120,1,-1.02215071772729
25,98,1,0.649309605546477
42,99,1,-0.550946690239758
19,104,1,0.944685963538556
36,97,1,0.000418547851247807
24,112,1,0.363735452525061
54,107,1,-0.480443812961039
38,95,1,-0.030247586006026
40,101,1,0.0133833167472477
49,108,1,-0.599770300404265
66,114,1,-1.09045038730187
48,86,1,-0.945313919911418
56,91,1,-1.47752629965732
66,103,1,-1.46579442517189
8,98,1,2.53282409534251
68,119,1,-0.863284843480173
45,89,1,-0.403157499683612
48,91,1,-1.11799924712173
65,119,1,-0.846117036746866
26,101,1,0.730012636859337
40,91,1,-0.332251825079975
29,98,1,1.06537841309407
27,114,1,1.2642224749537
30,95,1,-0.150821893895512
64,88,1,-1.91975354815443
61,110,1,-0.859650567892938
46,111,1,-0.59512410682892
52,101,1,-0.938133407042818
29,108,1,0.953171724346157
24,114,1,1.73621462076543
29,107,1,1.2751442194114
49,91,1,-1.7131762979238
17,92,1,0.761134587574025
25,88,1,0.125541729062242
29,94,1,-0.129795383317671
31,89,1,-0.127836802810964
26,100,1,0.77386763789318
31,101,1,0.376866430763608
29,93,1,0.0888077151472084
38,114,1,0.137117215653866
25,116,1,1.38613087198591
68,111,1,-1.36192873006756
29,97,1,0.317080468295829
34,109,1,0.424545747704123
37,94,1,0.118376237317659
17,102,1,1.87877561703353
58,96,1,-1.65828841358196
62,97,1,-1.2464700380923
27,114,1,0.600781220290869
51,106,1,-0.336094390523853
30,90,1,0.223939819698896
48,105,1,-0.612054854573304
76,121,1,-1.72370000884572
24,89,1,0.970447649009563
60,111,1,-0.490285910584002
52,83,1,-1.27747147797976
60,114,1,-0.894701492976929
44,114,1,0.177238964374537
47,90,1,-0.363300714836565
64,106,1,-1.75284087209061
14,97,1,1.16601986073706
25,94,1,0.574456769399305
11,91,1,1.10726306177017
20,103,1,1.1343382907769
43,83,1,-1.40806142448716
38,110,1,0.402506051665569
71,98,1,-1.55786839699851
26,98,1,0.55002889284862
20,111,1,1.10403518287698
76,111,1,-2.03600899556421
38,115,1,0.249014364558635
22,113,1,0.921437507637094
18,83,1,1.28976618621512
43,97,1,-0.0458647418669478
44,90,1,-0.594196654375533
49,95,1,-0.838750499853446
