y,n,X1,X2
12,96,1,0.305821042513095
19,95,1,-0.78042609648112
78,109,1,-2.35480937422121
14,105,1,0.165117469224598
14,92,1,-0.510712253141242
21,100,1,-0.0769448253322872
4,101,1,1.40988962600626
2,94,1,0.620143606655981
24,117,1,0.0363391100685753
9,89,1,0.600548362449393
9,131,1,1.09950305220815
38,93,1,-1.15096999110784
20,99,1,-0.318672902434896
29,86,1,-0.824332687199374
48,83,1,-1.65598534462901
2,97,1,1.45307328311738
11,103,1,0.694968066737208
17,98,1,0.284574280216576
1,72,1,1.98292822447781
44,114,1,-1.17309942138561
18,101,1,0.300842147818206
12,84,1,-0.176782414288952
26,87,1,-0.28197113115793
17,112,1,0.216229225304755
20,92,1,-0.173625986085564
21,95,1,-0.173064194666284
27,83,1,-0.644302948085516
4,95,1,1.54411026841377
18,101,1,-0.0300614705108054
39,99,1,-0.928699120909838
12,112,1,0.543142554050234
9,108,1,0.647179695553202
24,92,1,-0.729762849201456
25,89,1,-0.70386313994924
18,97,1,0.0963679756755569
4,107,1,0.85379314008423
4,103,1,0.715488169384122
3,102,1,1.89766167030475
19,99,1,-0.100585944459989
14,106,1,0.600203766747072
42,83,1,-1.22940524129535
70,103,1,-1.91032070838545
15,108,1,0.398294846925548
38,110,1,-0.756488943055259
23,83,1,-0.765068445475671
3,111,1,1.05062920932148
45,109,1,-0.754010604378162
8,112,1,1.23206960844234
10,97,1,0.429241574032523
21,112,1,0.00382710167299426
37,93,1,-1.22606365039283
15,92,1,-0.18251248095706
14,79,1,0.0571801434358077
27,103,1,-0.518575058187359
9,94,1,0.791213234059829
28,122,1,-0.699229435208747
18,125,1,-0.0455529834804641
8,87,1,1.45245183511161
35,97,1,-0.949075746044312
7,107,1,0.206392648827921
43,97,1,-1.47589650153809
15,94,1,0.197775314431756
7,105,1,0.848702382490394
51,116,1,-1.38863154311942
20,88,1,-0.0955879077862464
12,100,1,0.194218283423737
3,94,1,1.81155789051367
12,91,1,0.367696034081792
13,106,1,0.401427470229698
11,99,1,0.699539272783401
66,100,1,-2.28625304914866
6,90,1,1.23960696795514
15,117,1,0.690249217078643
32,107,1,-0.568914373361563
36,88,1,-1.13815473089337
3,100,1,0.932519626273845
24,81,1,-0.486797827491957
8,107,1,0.566481716057219
45,107,1,-1.10882203710487
23,107,1,0.132098239567864
25,91,1,-0.769065255129378
10,100,1,0.719233365042452
8,100,1,0.482084504554592
7,105,1,0.373780420871245
13,103,1,0.274947429410009
23,99,1,-0.355253252016901
33,109,1,-1.05457547329786
19,106,1,0.0304954026624588
9,83,1,0.353373632887663
6,78,1,0.31308520126311
39,94,1,-1.20026296258921
33,108,1,-0.711535625060408
7,91,1,0.727532007406551
4,87,1,1.1962228307407
31,92,1,-1.05720473021844
23,101,1,-0.839584083423753
14,109,1,0.372093337935057
4,114,1,1.87493777809578
17,97,1,-0.0830108746178571
8,108,1,0.953103275314896
