y,n,X1,X2
28,123,1,-1.19632770995272
31,85,1,0.510337483691354
36,97,1,0.782074174323844
28,83,1,1.09707186268917
8,99,1,-2.03006074362752
40,96,1,0.764990828915607
30,110,1,-0.294709750197013
37,102,1,0.644644121140605
26,105,1,-0.469797593336325
30,95,1,0.429865269505741
19,95,1,-1.03647900566703
30,101,1,0.179578094097713
27,102,1,0.0259159655121573
35,97,1,0.505748997195525
17,115,1,-1.72438098097017
18,89,1,-0.378735668744871
22,100,1,-1.23191746346933
41,97,1,1.51853789552545
26,86,1,0.221874918506299
22,103,1,0.0966585468155642
24,103,1,-0.362342415586713
24,85,1,-0.224669579866712
34,104,1,0.201500411148911
25,104,1,0.502358802063547
15,102,1,-1.00298850585791
55,104,1,1.96893259878811
27,93,1,0.863600089091427
26,109,1,-0.394949679760821
27,95,1,0.630789574518805
26,93,1,-0.476685737944684
27,86,1,0.0241280267335182
37,113,1,0.117908083182804
43,88,1,1.42116597019024
53,114,1,2.28892146756512
19,108,1,-0.74125520616694
18,92,1,-0.317812386894989
27,96,1,-0.450174405335594
38,115,1,0.889791213764035
25,89,1,0.410934110344104
28,102,1,-0.0274941751479214
12,94,1,-1.52670392564225
29,103,1,-0.27886014377916
29,103,1,-0.450494164865885
21,94,1,-1.28118625028133
24,91,1,-0.200373203366659
26,83,1,0.288890392236558
17,96,1,-0.461991214087471
17,91,1,-1.28744635310142
32,113,1,-0.31991686542466
24,103,1,-0.0500330694389617
29,100,1,-0.0435932144871473
46,110,1,1.01491793235643
33,103,1,0.220322110493804
33,99,1,0.00134505621552992
40,96,1,1.64925804470879
31,104,1,-0.0271330041270214
33,92,1,0.575826652454548
25,102,1,-0.468460909465462
8,88,1,-2.11902908796104
34,100,1,-0.0114678213958529
32,97,1,0.320437466534984
28,97,1,0.107058959970808
18,83,1,-1.17313503531721
23,81,1,-0.0119648721064482
26,105,1,-0.464070358623752
45,118,1,0.86505545990844
24,94,1,-0.22109785287282
16,102,1,-1.3957268039878
29,94,1,0.213799049323557
13,110,1,-2.14214752666713
42,93,1,1.46595214827635
24,91,1,-0.399601400105241
40,98,1,1.66561960197818
30,104,1,-0.164337568836612
40,110,1,-0.190499472519877
14,116,1,-1.47074706121689
10,86,1,-1.78044416903742
12,102,1,-2.01018346389473
32,112,1,-0.729592269866953
45,101,1,1.7989931136525
29,91,1,0.173688344872942
16,89,1,-0.753066775065618
37,99,1,0.629991583789897
40,99,1,1.29051218425522
18,106,1,-1.11044823062122
33,97,1,0.621202876965017
25,119,1,-1.54546429961848
27,97,1,-0.644083461251908
28,111,1,-1.16048951158143
41,104,1,1.20149900307558
20,77,1,0.0522706108514883
34,120,1,0.132178288110651
19,91,1,-0.601248317444567
27,95,1,0.532681168532718
18,120,1,-0.874010326062689
38,116,1,-0.337323391592487
47,100,1,1.03734619859744
20,92,1,-0.979331050404685
41,107,1,0.917830398687845
30,106,1,0.333912118340957
