y,n,X1,X2
32,95,1,0.743936953755875
26,99,1,-0.278890399934816
41,101,1,-0.915307232872934
32,93,1,-0.146844563517137
35,100,1,-0.350292590875238
38,102,1,-1.22759486567681
30,106,1,1.73425452503749
40,95,1,-1.14194755321924
44,106,1,-1.3656838507014
30,88,1,0.263705024351133
34,112,1,0.541326301553651
28,101,1,0.517482941108376
37,106,1,-1.55364655310696
38,118,1,0.00340674816594052
41,108,1,-0.585308211721979
37,109,1,-2.10943468218757
27,103,1,-1.02775923097193
33,111,1,-1.17978852324353
33,109,1,0.835460292725768
25,94,1,1.11184377793684
27,110,1,0.480039178642342
35,113,1,-0.155211474234555
54,106,1,-2.52460463044085
39,111,1,0.94045857454687
37,113,1,-0.221170818947303
27,114,1,0.527873090968044
26,99,1,-0.188354324158736
22,98,1,0.473216198216877
34,114,1,-0.0291335892371123
35,98,1,-0.539736604223108
32,105,1,0.211246047943893
21,100,1,0.293929964616241
39,103,1,-0.843117392763289
26,105,1,0.378828839566063
32,106,1,-0.641352328001263
40,104,1,-0.994220154963375
36,105,1,-0.730981102279396
32,109,1,0.60249726915503
19,107,1,2.22088219553725
23,99,1,-0.0883232737339271
42,88,1,-0.526963536903465
18,89,1,-0.583476901822919
20,81,1,1.46218909238729
37,107,1,-0.582948256491492
44,104,1,-0.864708435746088
27,109,1,-0.188960270633301
33,109,1,-0.283814090055576
24,86,1,-0.473582533853661
46,106,1,-1.14847578625508
28,100,1,0.89278986439101
38,100,1,-0.691720704365888
35,100,1,0.116027592065834
35,118,1,-0.559980029585153
38,104,1,-0.692833635172055
25,106,1,0.473235487945982
30,96,1,0.290077714511066
30,94,1,0.389655322227889
40,94,1,-2.23694522714405
36,108,1,0.19300751657592
35,99,1,-0.460328151583273
22,104,1,1.85486419234708
38,105,1,-2.68517536029292
24,101,1,0.856405536166614
26,92,1,-0.0387387750037276
37,104,1,0.459323685092241
29,85,1,-0.291069197148793
18,104,1,2.44099383190019
35,93,1,-1.85996676633766
41,97,1,-1.4275563250124
39,85,1,-1.62173200047131
14,98,1,1.32419964733599
20,83,1,1.09252245734344
24,83,1,-0.676090705219464
23,111,1,0.54275811912819
34,100,1,0.0910520915410016
30,97,1,-0.269201270102081
29,106,1,-0.255414231810058
24,98,1,1.75375546136104
30,103,1,0.738320606829769
31,110,1,0.0817690870075925
32,117,1,-0.541125344894212
32,105,1,-0.851321169265321
34,97,1,0.206521165378683
23,78,1,0.0692088177153897
31,96,1,0.359595619424227
31,100,1,-0.244642130343125
22,111,1,1.37865832667676
23,106,1,1.60875609377935
42,112,1,-0.453616571432745
42,112,1,-0.864286295030556
20,92,1,1.5693699928929
35,104,1,-0.926648150421163
28,88,1,-0.527615019004901
27,101,1,-1.17902435144251
27,101,1,0.314748835857284
45,100,1,-0.331253080252992
32,109,1,-0.902756568724288
33,106,1,-1.65729183828337
26,99,1,0.753668850520682
33,113,1,0.698507869219197
