y,n,X1,X2
60,79,1,-0.596150816114161
50,71,1,0.118629210776976
62,105,1,0.873498955653262
66,93,1,-0.388771275840406
75,93,1,-0.940240428111624
59,106,1,0.997972006393881
47,92,1,1.43902860443378
59,80,1,0.0244309138387057
64,101,1,0.526678845757944
72,109,1,0.385657642897704
51,89,1,0.843049439081548
67,98,1,0.403222538438867
67,95,1,-0.579692752935303
78,106,1,-0.122481229556992
80,96,1,-0.872686125513348
83,100,1,-0.273901388022469
86,99,1,-1.2009234847802
80,94,1,-0.47901111464086
42,99,1,1.83833477353675
86,116,1,-0.538812381016554
40,104,1,1.30817110783516
69,86,1,0.383778412394628
64,103,1,0.48439691449516
80,120,1,0.504297683884887
86,96,1,-1.25559886637342
79,115,1,-0.0125634815897817
53,95,1,0.731045950324811
60,96,1,0.929722136687583
70,111,1,0.358463924794723
78,114,1,0.0983304925507934
65,102,1,0.442283167598054
80,104,1,-0.178628027617417
77,89,1,-0.498892504845066
107,117,1,-1.51407270725684
51,93,1,0.945685604693569
47,109,1,1.35795744065171
89,103,1,-0.623136484252933
63,105,1,0.632505902241029
57,89,1,0.358363821465729
50,107,1,1.40890150507487
77,105,1,-0.0133511926241068
63,103,1,0.655778168557648
61,88,1,0.644600875790278
41,107,1,2.02313604701428
83,105,1,-0.156410272960803
93,95,1,-3.02266940647439
85,101,1,-0.507943133008785
50,104,1,1.40251242618679
74,92,1,-0.472915028056064
47,111,1,1.66853448969502
82,120,1,0.173837969489314
85,106,1,-0.499685570112539
79,98,1,-0.149285543120164
63,82,1,-0.427853561675381
80,94,1,-0.505567821735343
50,107,1,1.50545288640645
46,89,1,0.91193010503842
98,102,1,-2.72061094922225
59,97,1,0.367726013109217
89,101,1,-1.50465209301486
32,104,1,2.23161723928783
88,103,1,-1.44159752993949
71,110,1,0.39048312554283
57,98,1,0.575970063727181
45,107,1,1.37437709103929
91,107,1,-0.808726090900384
47,94,1,0.71921363757791
72,99,1,0.549438201680848
67,115,1,0.910901246479448
98,104,1,-2.29313696224402
68,91,1,0.217253020423629
35,94,1,1.84949626832318
49,87,1,0.834211587431502
86,109,1,-0.287378319587814
91,96,1,-1.98105761263623
57,90,1,0.392044770806325
64,95,1,0.206465283458897
72,99,1,-0.158250859703319
84,109,1,-0.591239248036626
97,123,1,-0.59242307463299
85,106,1,-0.696351760949618
77,102,1,0.0204840860685747
60,77,1,-0.329726807244897
46,108,1,1.28318410715533
73,109,1,0.580553114288616
92,110,1,-0.950110402335096
72,96,1,0.438371333486162
68,108,1,0.627850166985985
51,108,1,0.854038655756678
97,108,1,-1.3378460669823
103,108,1,-1.88832786753847
40,93,1,0.885513979090968
96,100,1,-2.09238300247055
62,87,1,-0.0598258055898581
59,92,1,0.656368401506811
87,106,1,-1.11206417837783
55,106,1,1.22680881136454
27,98,1,2.36550793536661
36,93,1,1.90393909875756
70,97,1,0.0464923903736717
