y,n,X1,X2
36,98,1,0.328954049116496
37,89,1,-0.668548815142995
92,109,1,-2.66457576607962
88,113,1,-1.84547117179609
32,100,1,-0.297306965911467
28,100,1,0.309502164237898
23,94,1,0.904527948598307
22,109,1,1.18392201567801
30,102,1,0.548004982579019
39,100,1,-0.356275138839563
50,118,1,-0.712446906704529
32,96,1,-0.205382013739701
26,92,1,0.96916992469479
33,106,1,-0.274850257443
25,87,1,0.575291203412323
15,90,1,1.24824655777374
21,95,1,0.685706238023191
34,90,1,-0.318120885274553
39,100,1,0.112975463779635
40,95,1,-0.424502515062843
56,105,1,-0.610019095398681
21,94,1,1.00769706638107
57,95,1,-1.11706555513292
52,104,1,-1.02145686639678
61,105,1,-1.29504305450773
21,94,1,1.01301105781958
11,80,1,1.2850542570067
33,110,1,0.960364726873309
54,117,1,-0.387029052734514
12,92,1,1.6211538649229
51,110,1,-0.645628991350799
29,104,1,0.473039561065954
22,111,1,1.06461286347671
48,96,1,-0.766998826206459
35,95,1,0.415737136514477
36,112,1,0.240424413805387
6,83,1,2.1459371333384
57,101,1,-1.35378578953227
55,111,1,-0.934298967832558
33,101,1,0.049193340368726
31,101,1,0.33668038075348
68,89,1,-2.37227024902985
44,107,1,-0.516754493899484
36,95,1,-0.499788134517831
30,104,1,0.175442052830549
31,84,1,0.382239346918371
37,101,1,-0.0146426970461589
35,93,1,-0.413480716701732
45,83,1,-1.00853321079626
23,99,1,1.79883157236833
38,97,1,-0.0937648931046442
67,112,1,-1.22006752840296
16,102,1,1.22630566259768
24,90,1,0.453223208262745
21,105,1,1.38729252692315
41,101,1,-0.551974082349535
38,102,1,-0.0995412720693969
21,115,1,1.92713705970814
46,99,1,-0.685799537564379
52,111,1,-0.599068725397021
38,97,1,-0.659774253384666
80,113,1,-2.15005451890397
12,100,1,2.58864534356253
54,102,1,-1.03571390633661
26,109,1,0.670004610894351
25,101,1,1.23562070025882
43,99,1,-0.291243480303824
61,111,1,-0.817646534775082
26,91,1,0.642219326488543
22,101,1,1.19822224439683
17,114,1,1.76993306608959
27,113,1,1.17697210765368
29,91,1,0.209819212034242
25,82,1,0.558761573767065
23,115,1,1.3912691906964
25,101,1,1.46732877852054
20,106,1,0.965812742441868
51,125,1,-0.289115493669049
32,112,1,0.0619877749214722
39,92,1,-0.221813841277408
39,116,1,-0.0832523337703171
60,101,1,-1.20897069932373
14,113,1,2.19914078888282
15,99,1,0.79407507581121
38,103,1,-0.0542036145139142
48,99,1,-1.0258862514516
27,107,1,1.22713008619997
15,87,1,0.676766531962202
61,104,1,-1.49662018932592
15,95,1,1.55982427084213
33,93,1,0.0958094332021687
20,117,1,1.70400146524881
28,99,1,0.430759142988224
61,106,1,-0.930104047252284
37,100,1,0.120896611393454
51,100,1,-0.897935592453273
35,100,1,-0.13103043979276
43,86,1,-0.358701802858066
28,107,1,1.35817807828159
29,100,1,-0.111252268409961
