y,n,X1,X2
35,95,1,-1.4713581704054
69,111,1,-0.145474183089801
85,117,1,0.08301391580418
76,94,1,0.878253068781372
46,112,1,-1.23565867184013
64,83,1,0.896332060863206
70,94,1,0.638878616121825
73,104,1,0.652038734877518
74,98,1,1.29546979330515
49,80,1,-0.176165265886993
73,102,1,0.570788800860781
53,106,1,-0.30473056313394
62,94,1,-0.130863230170037
95,115,1,1.80716411335449
91,105,1,2.15823431098351
54,90,1,-0.62791254293616
65,96,1,0.518212820507668
106,118,1,2.11055212789249
57,104,1,-0.738736004485487
75,104,1,0.729611647854462
96,110,1,3.25893696710019
43,112,1,-2.21394325133988
38,86,1,-1.1440522086533
88,113,1,0.602037054888954
60,95,1,-0.149319055917451
67,117,1,-0.887620405357077
48,80,1,-0.120219095357456
58,112,1,-0.835677256191332
77,105,1,0.35876242996228
90,111,1,1.21065303900744
76,95,1,1.40405510804625
54,105,1,-1.18999336700021
74,97,1,1.34560268520602
68,110,1,-0.275209659911759
70,95,1,0.611562963299471
50,96,1,-1.15267610486758
69,100,1,0.316789949656437
39,114,1,-2.06279784728696
64,99,1,0.163853228060054
82,108,1,0.868646330835451
81,96,1,1.20537199321044
78,106,1,0.62559682556951
78,106,1,0.574866372916383
83,100,1,1.65403422781904
61,106,1,-0.63672028251969
52,106,1,-1.01839630406135
63,110,1,-0.0754414744149855
28,78,1,-2.45183859947499
60,107,1,-0.88114941067238
55,89,1,-0.436033801301926
50,102,1,-0.743632780698279
78,114,1,-0.056382141140889
67,77,1,1.51468002098628
82,116,1,0.41301919791351
59,80,1,-0.0411192704253743
75,106,1,0.563527055034682
74,96,1,0.56844280742014
71,102,1,0.640752243353557
60,85,1,-0.0985843554450949
71,117,1,-0.513327925373454
68,103,1,0.34696796929153
63,102,1,-0.118707683917843
74,112,1,0.154086205710978
49,100,1,-1.4250126911104
64,92,1,-0.139955180068495
65,107,1,-0.467653061254837
74,98,1,0.240916064501319
49,118,1,-1.89731080526442
72,105,1,0.0482297625971758
68,104,1,-0.0247974319231488
84,113,1,0.569995737285393
80,117,1,-0.0895558028592281
81,103,1,0.485549850347114
80,109,1,0.342265653996809
41,98,1,-1.52295758793335
62,108,1,-0.834020491857136
75,120,1,-0.526655527914329
89,108,1,1.53591811356027
62,118,1,-1.11384537656813
57,102,1,-0.784365360141759
91,117,1,1.48740886827963
87,103,1,1.48407199517835
44,94,1,-2.32830499809345
84,112,1,0.404799866906917
70,96,1,0.741255738520589
76,96,1,1.29269294949754
69,119,1,-0.530895031147245
85,107,1,1.4499313056774
56,88,1,-0.349166027972133
80,96,1,1.99855954151976
80,106,1,0.921128994757832
95,107,1,2.34889533860831
77,105,1,1.04413627777304
55,93,1,-0.127079452570231
71,110,1,-0.0615904388870213
97,123,1,1.78816141636704
44,101,1,-1.59339940257634
67,104,1,-0.0357909204907917
66,101,1,0.0112510681624913
71,103,1,1.23884641912653
