y,n,X1,X2
40,102,1,0.499241340198003
110,112,1,-1.45404263034196
12,100,1,1.29905722440458
93,108,1,-1.0075705286886
66,105,1,-0.000133316840414404
57,83,1,-0.399770654743127
21,95,1,0.816840487923333
56,95,1,0.0753584850027657
61,92,1,-0.00645750450007469
41,98,1,0.370329249548283
77,101,1,-0.663400696511445
60,105,1,0.0870463073321794
2,95,1,1.98201343934994
75,95,1,-0.578536138400205
81,87,1,-0.871550811162449
99,101,1,-2.05047405603856
24,93,1,0.91064629381712
60,90,1,-0.207260573490439
4,94,1,1.95107743405815
77,96,1,-0.903937040962663
34,87,1,0.450302824545441
91,93,1,-2.50418767447387
42,100,1,0.245513610461256
85,105,1,-0.509171994346801
58,96,1,0.077286964502823
98,103,1,-2.31957897099146
17,94,1,1.12667162833752
72,105,1,-0.352912150485565
44,111,1,0.19187847686256
58,98,1,-0.0947556145989571
2,118,1,2.48302440663581
28,80,1,0.586124543611571
32,104,1,0.585168026415017
108,116,1,-0.97688908371837
60,105,1,0.0215004703757541
91,99,1,-0.971977256179126
31,108,1,0.663550971547106
32,92,1,0.368887599418771
16,99,1,0.962031545151653
4,82,1,1.5284548453852
51,106,1,0.0653731781687784
47,102,1,0.2679640950056
100,114,1,-1.55447314340477
45,108,1,0.412167997516638
59,84,1,-0.449679405622021
9,96,1,1.43416681592457
11,97,1,1.26598247902884
3,99,1,2.12249785124676
26,123,1,0.785317859166684
37,97,1,0.503691146133751
15,113,1,1.37554602629568
67,75,1,-1.14975630829804
105,112,1,-1.35393425545398
85,93,1,-1.15050155441686
32,115,1,0.688544899011546
87,103,1,-0.871133368950174
74,117,1,-0.0108157605695196
95,106,1,-0.962986912409453
59,86,1,-0.406796298460946
76,100,1,-0.49729328554867
5,94,1,2.41226463822663
12,99,1,1.72100181995064
55,98,1,0.11261405791283
29,95,1,0.68177141560778
111,115,1,-1.68427526309662
51,95,1,0.385336454481222
97,102,1,-1.63923615399791
49,111,1,0.224987257435512
6,93,1,1.71381048554859
56,101,1,0.271461471556694
18,104,1,1.02299870070821
29,88,1,0.468327115059657
56,88,1,-0.291216147245053
91,111,1,-1.17569539214538
75,108,1,-0.296253594284308
79,116,1,-0.43510350870251
69,123,1,0.117796605834371
107,113,1,-1.55406284155642
97,108,1,-1.5996556615521
77,110,1,-0.375676173862133
62,89,1,-0.347054399871758
99,102,1,-1.80264710940289
54,78,1,-0.329762877443581
9,107,1,1.7382697429823
7,94,1,1.23586321096069
51,94,1,0.162819163240539
89,108,1,-0.726053146024896
40,97,1,0.451528405040829
48,92,1,0.32321004569747
50,96,1,0.106886881148687
82,97,1,-1.13501026183419
19,100,1,1.27907971530456
93,98,1,-1.41359129357749
84,114,1,-0.46079550539355
46,111,1,0.402219865225428
90,112,1,-0.800678544216208
89,96,1,-1.56630742183548
65,91,1,-0.699294311682944
93,120,1,-0.759308874516855
96,105,1,-0.872236846952355
