y,n,X1,X2
41,116,1,-1.2423063777178
97,115,1,0.773632350133198
87,108,1,0.611511317063591
29,102,1,-1.7847034241526
94,105,1,1.38985509628013
80,104,1,0.409223713232916
74,90,1,0.709147444495089
98,107,1,1.5094005874298
49,108,1,-0.973608885076186
68,103,1,-0.311079017366121
61,84,1,-0.259345089202117
85,100,1,0.773961214940888
77,101,1,0.434070735657694
76,117,1,-0.41951394700756
50,92,1,-0.655464141657185
74,106,1,0.250654090945726
92,117,1,0.451273275959717
80,102,1,0.53274008677911
65,112,1,-0.4390504696732
74,91,1,0.364059618102008
81,90,1,1.02742023888882
88,98,1,1.27848351721014
23,98,1,-1.72340938717384
101,108,1,1.50642271275925
49,90,1,-0.479033841879525
69,92,1,0.304732435123045
35,101,1,-1.26950524662646
82,107,1,0.436527660123907
36,100,1,-1.1328481887736
58,122,1,-1.13625646871866
84,102,1,0.954569908693905
74,111,1,0.100822649424433
107,115,1,1.69571545417981
50,98,1,-0.854461872188643
38,89,1,-0.981826989812037
59,79,1,0.451590621298938
59,101,1,-0.781074044046319
67,89,1,0.26856266085301
56,85,1,0.0494179850583722
22,98,1,-2.0500335295847
76,86,1,1.27277845710767
45,97,1,-0.752054088348339
47,103,1,-0.953906355780322
100,110,1,0.986566663471226
66,119,1,-0.317084558165084
94,115,1,0.399411130851245
55,112,1,-0.914721444736287
44,101,1,-1.21101984849209
57,105,1,-0.568950385467683
66,112,1,-0.437546305571272
60,114,1,-0.899892957840286
46,94,1,-0.451620644826626
74,103,1,-0.309410894638637
67,102,1,-0.234170119879713
29,101,1,-1.51351217384051
37,105,1,-1.25215836722184
57,85,1,-0.0966324688918742
81,114,1,0.319060323348127
62,94,1,-0.203916581129153
33,98,1,-1.41063152281755
91,111,1,0.648750751194356
77,93,1,0.689847793354238
57,105,1,-0.681078449529872
49,95,1,-0.953542329126862
69,96,1,0.204854604023639
48,93,1,-0.426740902230162
76,110,1,-0.0562821036312185
61,95,1,-0.13438786158052
96,104,1,1.4430598841839
68,106,1,-0.271028079314423
66,114,1,-0.214301990178808
87,105,1,0.397047914326312
77,97,1,0.60588229157416
51,118,1,-0.932839032679728
82,112,1,-0.150366188672163
35,109,1,-1.52125137459093
63,101,1,-0.271732745522115
55,79,1,-0.202455069702377
33,117,1,-1.74250121292641
76,95,1,0.499529413526234
87,93,1,1.42462629733355
64,99,1,-0.534657428913114
59,92,1,-0.168637456644751
94,105,1,1.09829652871829
87,107,1,0.544185529239562
76,104,1,-0.23580363683049
71,94,1,0.388056987571877
76,93,1,0.381340761703393
55,87,1,-0.297129627250907
31,99,1,-1.50071814791393
34,88,1,-0.991870368786843
50,76,1,0.0195597606473209
70,87,1,0.226202915323754
92,105,1,1.84213087995887
30,88,1,-1.52151793200258
16,92,1,-2.21133594843669
18,89,1,-2.10919123642042
65,98,1,-0.138116145264946
40,104,1,-1.32022652444957
105,111,1,1.95700841185523
