y,n,X1,X2
65,100,1,-0.674330618136033
60,97,1,0.167646252515972
77,95,1,-1.29003513379221
76,96,1,-1.96024716544061
71,93,1,-0.931869440707661
56,94,1,0.59278924792308
62,101,1,-0.095523312658202
47,91,1,0.314452702287841
54,94,1,0.378558842505759
66,108,1,0.0394491622235336
49,86,1,1.15834020185783
88,100,1,-1.6409164486826
82,96,1,-1.12184086079336
72,93,1,-0.867627330663422
69,99,1,-0.495019034054889
59,100,1,1.41696611634878
69,101,1,-0.113802484849108
60,84,1,0.14867696854473
69,85,1,-0.783256990113403
54,93,1,0.445766122428113
97,112,1,-2.00824293645922
66,95,1,0.314067368982388
78,92,1,-1.65841962275115
65,93,1,-0.768797510354253
55,102,1,1.01302468743217
55,93,1,0.942757598544955
61,85,1,-0.853232036500005
94,104,1,-1.89059630017245
85,117,1,-0.639982927062587
50,80,1,-0.0161454514265577
72,118,1,0.181604298817803
83,98,1,-1.64993912637274
56,95,1,0.163162974241751
42,93,1,1.27263647905853
54,86,1,0.351592333225289
76,106,1,-0.747430869063349
52,104,1,1.43300627163221
44,84,1,0.830049947953418
65,107,1,0.146787399248329
77,107,1,0.0406882455579109
71,112,1,0.369860542046447
75,106,1,-0.503497183008177
74,98,1,-1.04782334037826
104,114,1,-2.22498204170362
80,104,1,-0.609700049132562
64,100,1,-0.0556883558045094
34,80,1,1.46022873964068
62,91,1,-0.320167011256371
52,96,1,0.868086161891878
75,115,1,0.555369572062246
64,101,1,0.377743853314886
54,91,1,0.363629326303401
66,99,1,-0.168984494148621
55,109,1,0.788081004162992
57,117,1,1.16763306758453
52,79,1,-0.727842664255673
57,94,1,-0.211754094002655
83,103,1,-1.21485902549873
98,113,1,-2.55491903279856
54,102,1,0.822992809369247
72,98,1,-0.225912281183599
70,104,1,0.437701470357666
58,103,1,0.471552487604773
68,87,1,-1.33409564715627
61,92,1,0.550908187033928
59,92,1,0.86252790119522
63,87,1,-0.438986322436662
52,90,1,0.769665578368843
33,77,1,1.67699889534379
59,103,1,1.17838464865448
61,104,1,0.984372575065258
72,110,1,-0.450952112960523
71,119,1,0.602028782935531
66,105,1,0.858428972775063
56,97,1,0.207825209311543
66,100,1,-0.116202393970695
36,89,1,1.47998911697437
60,123,1,0.6524407629568
55,92,1,0.789349205513686
86,110,1,-1.09298403396769
67,106,1,0.154928602419416
66,92,1,-0.741202071994746
61,99,1,0.314006409603667
66,110,1,1.180130777232
67,104,1,0.719424660877375
62,97,1,0.0276395864913808
87,116,1,-0.428220570353733
38,88,1,1.37801892925745
73,109,1,-0.361345047556759
79,103,1,-0.974688673859614
80,99,1,-0.65177600436333
62,91,1,-0.397343406542724
36,92,1,1.74937881135237
97,120,1,-1.34731542720267
72,93,1,0.209894154459045
61,113,1,0.651206362773707
78,111,1,-0.665831691098516
76,101,1,-1.14699937345227
70,113,1,-0.0674983020979969
62,106,1,0.126333687278958
